export_source_country_2021,"Afghanistan, Islamic Rep. of",Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Rep. of","Aruba, Kingdom of the Netherlands",Australia,Austria,"Azerbaijan, Rep. of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,"Belarus, Rep. of",Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Rep.,Chad,Chile,"China, P.R.: Mainland","China, P.R.: Hong Kong","China, P.R.: Macao",Colombia,"Comoros, Union of the","Congo, Dem. Rep. of the","Congo, Rep. of",Costa Rica,Côte d'Ivoire,"Croatia, Rep. of",Cuba,"Curaçao, Kingdom of the Netherlands",Cyprus,Czech Rep.,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,"Egypt, Arab Rep. of",El Salvador,"Equatorial Guinea, Rep. of","Eritrea, The State of","Estonia, Rep. of","Eswatini, Kingdom of","Ethiopia, The Federal Dem. Rep. of",Falkland Islands (Malvinas),Faroe Islands,"Fiji, Rep. of",Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep. of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,"Kazakhstan, Rep. of",Kenya,Kiribati,"Korea, Rep. of","Kosovo, Rep. of",Kuwait,Kyrgyz Rep.,Lao People's Dem. Rep.,Latvia,Lebanon,"Lesotho, Kingdom of",Liberia,Libya,Lithuania,Luxembourg,"Madagascar, Rep. of",Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands, Rep. of the","Mauritania, Islamic Rep. of",Mauritius,Mexico,"Micronesia, Federated States of","Moldova, Rep. of",Mongolia,Montenegro,Montserrat,Morocco,"Mozambique, Rep. of",Myanmar,Namibia,"Nauru, Rep. of",Nepal,"Netherlands, The",New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,"Korea, Dem. People's Rep. of","North Macedonia, Republic of",Norway,Oman,Pakistan,"Palau, Rep. of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,"Poland, Rep. of",Portugal,Qatar,Romania,Russian Federation,Rwanda,"San Marino, Rep. of","São Tomé and Príncipe, Dem. Rep. of",Saudi Arabia,Senegal,"Serbia, Rep. of",Seychelles,Sierra Leone,Singapore,"Sint Maarten, Kingdom of the Netherlands",Slovak Rep.,"Slovenia, Rep. of",Solomon Islands,Somalia,South Africa,"South Sudan, Rep. of",Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Rep.,"Tajikistan, Rep. of","Tanzania, United Rep. of",Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,"Türkiye, Rep of",Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,"Uzbekistan, Rep. of",Vanuatu,"Venezuela, Rep. Bolivariana de",Vietnam,West Bank and Gaza,"Yemen, Rep. of",Zambia,Zimbabwe
"Afghanistan, Islamic Rep. of",0,0,0,0,0,7770,0,0,0,20694,1296928,1532441,37252,0,0,106016,0,63859,655157,0,0,0,0,0,0,0,1545,0,0,0,0,0,0,0,2203675,0,0,0,40770152,2976,0,12486,0,0,0,0,0,0,0,0,0,15492,25386,0,0,0,0,35784,0,0,0,0,196575,0,0,0,0,7192,390396,0,0,0,101,11310060,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,0,364350627,138784,21205589,10681566,6903,0,7592432,0,1320739,1723096,4217034,0,0,9836,0,1556263,2152811,0,0,792974,0,0,0,685385,0,0,0,64912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463332,0,0,0,1911774,0,0,0,0,0,0,0,49543,41995,181463538,0,0,0,0,0,0,80669,135191,247098,297341,3127410,0,0,0,13976733,0,0,0,0,375267,0,0,0,0,253857,10212,0,1643756,4318,0,0,0,0,0,657652,0,24221,3970504,0,3858,0,0,0,0,0,43230617,27960,0,0,147569,36091052,1179965,8520900,0,3604668,0,0,990322,0,0,0,0
Albania,5899,0,4528,0,0,0,0,164469,113,0,1216502,25654803,257543,0,61931,84301,0,647643,17478435,0,18740,0,0,0,26424010,0,1561605,0,43542392,0,0,0,0,1090099,4138465,0,0,110774,90577134,3094489,0,5593,0,23313,0,0,620188,33527730,0,0,2554048,61170402,10457163,0,0,37644,0,340855,0,46105,0,12931191,256704,1152651,0,0,0,1508855,41835337,0,0,0,9279874,201567991,76830,0,214009651,0,0,0,0,361120,0,0,0,0,0,23324399,0,13411307,72888,10664,372745,789082,1957587,1557568341,0,29960146,0,216717,150410,0,2923091,376964473,393569,0,0,1563762,554465,0,0,841971,1704848,445122,0,0,1400253,0,57193,9228767,0,0,121780,870916,0,491784,0,59564568,0,730487,0,0,0,0,0,14238929,0,4010,0,0,445842,0,125360183,1862496,79122,2622,0,112436,0,0,177144,513,14889989,3371855,362601,38350406,116998,0,251099,0,3464153,12028,94686688,0,65150,2440565,0,43937831,17923142,0,0,191713,0,235783048,463408,0,0,0,213157,0,34749356,25395167,0,0,1579810,1269665,0,48182,0,0,675697,52940862,10698,0,174284,3338613,9235380,9224725,49248334,0,0,0,0,735185,0,0,0,0
Algeria,0,0,0,0,627216,0,0,59976232,0,0,0,3218,1484997,0,1145720,4124832,0,693550,950902327,0,3754389,0,0,0,0,0,1913089196,0,50885173,0,0,0,0,103065,96816754,0,0,1136734036,0,373820,0,0,0,0,459586,0,83699874,0,0,0,6850319,0,6319,0,0,0,0,395782204,0,1882600,0,0,0,0,0,0,0,2827,3669572836,0,67270,11431029,45325099,9815928,5873055,0,290407538,0,0,0,241330,19978140,0,0,0,0,0,38747,0,921397913,128614605,0,0,0,0,6925720923,0,120918,42366587,0,0,0,0,0,1793099,0,0,0,15879023,0,0,23929934,0,17645725,0,0,211617966,0,603871,36157,0,7571886,214274,0,0,0,0,0,0,232807202,0,0,0,0,0,3199532766,0,190806,0,271788,0,0,0,0,0,0,0,0,0,0,0,0,7058194,783506481,7809147,0,8366254,0,0,0,1281678,68631955,0,0,1153710,0,0,0,0,0,0,504584,0,5904836611,0,0,0,0,0,0,11018327,86695328,0,0,0,1771179,0,191243147,0,0,988926251,3040365174,0,0,0,554238,12442503,2534273981,3165946310,544,0,0,0,3052250,0,0,0,0
American Samoa,0,0,0,0,52981,0,0,0,5143,0,6567189,2044,13868,0,43080,87988,0,0,7188,0,0,52,0,0,1969,0,14320,6060,0,0,0,0,0,822,534441,104681,0,0,0,103546,0,35196,0,0,95713,25969,18372,0,1820,0,7807,0,5623,0,0,2478,599356,0,43,0,0,334,0,0,0,35659,1773,5749,233169,153,0,5388,0,16532,0,0,23,0,0,0,0,33079,0,0,0,0,14,760,4516,28500,43577769,0,0,6087382,0,0,0,35086,0,0,8656020,0,1296227,0,0,0,0,2101,1491,0,0,0,80,1022,0,0,77851,0,40755,0,0,28860,0,0,0,25762,0,0,0,48,791662,22799,0,0,38397,21416,0,28882,116,7590,0,0,0,6384,0,28990,0,0,0,0,809,396076,21706,122343,0,327,0,276,0,0,18592,0,188,0,0,180628,0,370,508,0,0,11471,0,14645,69849,0,0,1144,0,0,12599,0,0,61335,378480,31,1521,0,77976,3044,28008,19518,0,0,0,123,161568,21040,0,768,85,508,0,0,0,2365,60712,0
Angola,0,0,1728,0,0,0,20500,318,63,0,54883711,1118,28434,17008,43824,41824680,0,185,199712947,0,352822,0,0,74400,0,7781,166289977,9157,3000,1784,0,38990,4704,9439267,425382552,0,6454,518157205,20457447736,332756,98,36534,0,262281268,44877181,4637,16396052,504,2047640,468,81419,10077581,424140,8856,0,15392724,41410,388413,0,295936,72,0,0,95196,0,0,0,1498,242534122,0,352247,38838,0,2680763,5837386,75871306,100377472,0,0,0,0,1262291,132,0,0,0,0,4020,75855,3059805954,437786618,0,0,1356302,90278106,639378454,0,90440896,0,17113,29542,0,93030274,0,44225132,0,0,0,181353,2069,54209,0,0,27617,18042,921,122861812,0,46126,30907,5299,88705,317,169768,0,0,0,0,0,11636844,937481,0,19246411,0,0,469447006,0,355640,8496,0,638830,0,0,1875076,23710,286338446,0,52846,11893,0,26892,66812,476816,80280084,247574,43611,425378,13777,0,2621595,392522,9168569,5004,138,24923,750093627,0,0,0,0,0,512143496,0,713659471,0,0,0,1332,25418,0,187063,131927,2201,0,527172,1004971728,0,37582427,0,152421,5166,5803909,0,0,122,13847,1410405131,27363216,467975600,334142447,0,685,214875,29130205,0,0,35500,393
Anguilla,0,322,0,0,1,0,155164,82076,854803,0,25360,15830,9622,26013,204,0,11205,0,1980,0,0,262,0,0,0,0,587585,0,0,146892,0,0,0,391,201945,0,0,21981897,852,0,0,3924,0,0,0,0,348,0,0,0,126,0,22,0,0,802268,0,0,553,0,0,192,0,0,0,294,278419,0,174575,0,0,0,0,0,0,0,135,0,207190,0,0,0,0,4389744,0,0,1804,124,0,95623,123369,0,0,3482,106056,3912,0,46007,0,0,12,0,22000,0,322,2694,0,1403,2080,0,0,0,0,56,0,0,1366,0,3789,0,0,0,0,25,0,63,564,0,0,0,3605,0,0,0,0,111675,864,25111,0,0,193475,0,0,0,0,11077,586530,0,0,0,0,42947,641,124,0,171,0,3132,0,0,57,0,0,0,0,39407,0,123,78,0,0,7322,0,38559,108,1277667,0,19697,0,0,2380,49776,0,332013,0,0,0,0,0,18792,0,263,0,0,0,6309,122520,182177,2603894,0,0,3779,0,0,0,0,0,0
Antigua and Barbuda,0,5704,0,400,0,154482,0,0,1096,783,676,0,0,15410,12696,0,1629158,12264,12,24,8790,9909,0,376,1119,0,572,0,0,1668,0,0,0,1361,194269,0,0,668,686426,975096,0,0,0,0,0,1040,14148,501,0,2773,0,76903,9480,0,670609,31799,0,0,0,0,0,1572,43,132792,0,1215,0,0,18190174,0,0,3236604,0,38135,0,66172,0,411,118563,0,82600,87198,0,995,154,0,4709,0,0,10863,47,0,0,66226,0,897,40654,0,0,0,0,0,0,53101,0,0,0,0,131940,0,0,0,1649,0,233,0,648,76280,351631,371,0,0,0,40,0,0,0,0,255619,1691,0,0,0,0,5325,1191762,2616,0,0,0,6030,0,0,34,0,15248,0,42336,0,0,0,2205,26047469,280634,0,20099,0,120,0,558,494,0,0,0,0,0,986011,46,286,0,0,0,0,268836,0,641957,638883,219460,0,0,0,109484,0,325944,5520,91811,0,0,0,60276,37020,0,0,0,0,9936,19728408,123687,10035690,0,12302,678,0,0,0,0,0,0
Argentina,0,6114000,1467378000,0,95057000,521000,236000,0,11000,1228000,620718000,7663000,2122000,1027000,2912000,875660000,646000,143797000,419761000,1117000,3402000,0,0,564230000,10499000,0,11761550000,0,27362000,0,0,2842000,5125000,37606000,704966000,0,0,4176338000,6154214000,139301000,0,1129703000,84000,7603000,32724000,92094000,118246000,42803000,329024919,7368000,47286000,19352000,183417000,557000,0,328132000,504207000,1535628000,56636000,4510000,0,1431000,0,0,0,0,0,7888000,431620000,0,6629000,9841000,16398000,806771000,90226000,0,238361000,0,229000,0,231660000,16716000,0,4811000,10661000,0,62227000,8395000,2918000,4293273000,1862981000,1201554000,407037000,437594000,366234000,974031000,8136000,721944000,304789000,6779000,148305000,0,1720165000,0,30090000,0,0,175876000,90204000,0,2823000,128876000,42876000,0,10227000,0,1426079000,450000,12389000,2468000,0,25904000,65956000,695255000,0,3106000,1643000,845000,0,679274000,230515000,31610000,822000,0,10877000,2984087000,0,183232000,69472000,3506000,173588000,0,7629000,20391000,89018000,131280000,0,156570000,0,1292410000,1995217000,348334000,778315000,140194000,22831000,146579000,679976000,0,0,0,850205000,158577000,9222000,86000,2313000,81404000,779000,14088000,42572000,0,0,452813000,0,1846777000,3347000,67000,308000,0,774000,3084000,24768000,954546000,50929000,0,27605000,432051000,0,28739000,0,18944000,164347000,557298000,0,0,57304000,41206000,773538000,759983000,4914141000,1366530000,0,0,175158000,3220919000,1194000,274613000,0,0
"Armenia, Rep. of",945785,471,9110,0,0,0,0,28811,0,0,1283392,2002603,0,0,75,620,0,28318666,51917637,92592,0,0,0,0,0,0,35948,0,198441360,0,0,0,24,0,5582801,0,0,39656,393183138,9925728,0,200,0,0,0,0,0,173617,0,0,284603,2485929,823685,0,0,10200,0,20455,0,0,0,1087178,0,0,0,0,0,104214,10675990,0,0,0,68309192,77577690,17610,0,96984,0,0,0,0,0,0,0,0,0,0,632496,4129,126697364,799929,65519182,177313569,277745,9932862,63509001,200,1683597,784742,11012379,53191,0,5142656,0,6264713,2622797,0,4221302,1763283,0,0,160000,5058635,907230,0,0,15482,0,0,68602,0,0,0,470253,0,3248212,366344,0,0,33280,0,2723,722,0,0,191248234,0,14328,0,0,30448,0,0,6734,166327,12236,0,0,0,2679,0,6755,20342708,503104,1841752,159413,840679571,0,0,0,1845892,0,117947,75942,0,1115831,0,14302068,1525380,0,0,181274,0,7268868,100,0,0,0,453553,2938623,388491,359492722,10922504,999337,0,57267,0,0,0,0,1000,442755,8140013,0,87,25662676,74394078,7645744,81799007,27371,3007855,0,0,1226436,0,164433,0,29842
"Aruba, Kingdom of the Netherlands",0,0,61,0,0,0,662,140,0,0,24383,49420,0,30234,0,0,16713,0,19416,0,0,11986,0,60,0,0,54354,0,30,0,0,0,0,0,32557,0,0,555188,3455,303409,0,43596525,0,0,0,651,0,0,4717,6557081,0,0,21,0,100,248884,115434,0,0,0,0,0,0,0,0,0,0,22780,131783,0,0,0,0,94531,0,0,158,0,126161,0,1,0,0,578,46888,0,3273,192,0,433858,8,0,0,5,633275,166679,38221,45,0,0,0,0,198987,0,3200,0,0,0,675,0,0,0,0,7996,0,0,41899,0,0,0,0,0,0,26588,0,0,0,0,0,0,0,0,0,0,0,4852433,0,0,0,0,0,0,0,100,0,76762,0,1834705,0,2,16,0,120,0,1507,1,0,0,0,0,0,0,0,68,0,92228,1287866,0,0,0,0,0,0,53585,0,213,15373,1059,0,743836,26037,186487,0,0,0,153416,0,0,0,39983,0,0,0,0,0,0,2,114777,20297982,957291,0,0,1158743,5,0,0,0,0
Australia,365748,1377892,3756238,8163231,2383660,10499,471752,268083584,1162902,0,0,41152519,1372251,4412984,1022806134,1062758498,3387684,1276453,975238343,252749,1777990,401622,4034151,919767,191951,9187969,1241895490,375704142,61981864,12527152,7340438,8651447,66276408,606570,1502708845,655440,134965,383990797,1.29773E+11,6786133420,29245466,41402206,0,8547872,265119,4093893,35728995,55571871,402578,0,4357824,99666132,110192053,9083122,5330,11448247,22746435,502768356,2425904,549241,2970977,3446924,42414,17866971,117069,0,301304868,172984281,1415588325,40074258,2960660,70081,3657796,2673793191,90682327,100571,36155533,0,217016,4893635,2671648,4993523,2358,3807961,195234,0,1711340,33348093,55594707,14139038735,7408729190,51872921,25495247,77657069,180299598,731645253,25180598,46642019042,72321898,13052689,212735664,23019093,26244345587,0,416698997,5099726,26116181,39958081,12702919,26845,1241901,2056399,14614745,3339612,22737071,86950917,6275915940,48480888,6243141,4033215,2232842,4271482,58460518,269281520,4476819,524021,24307073,18390143,0,11935309,436998493,130793874,13798680,50135038,156097875,2660887043,332888718,8531563707,6574788,117084,45792238,0,1692576,106176975,331807053,595433573,1535381,50528301,1484140355,775773,92673797,3094717264,330357909,27904753,623008398,77268669,616924355,11729681,0,0,1411336617,23095502,630897,3362858,2696286,13582462239,0,13848818,137704588,65001079,1035978,1192467039,548283,524591581,321235015,403610,1224958,154354,56816410,8614770,242461403,1451294486,44779,82736,92759352,5064285640,80807172,2422563,18870060,109526946,1797986,880151561,4559,3730213,36694974,111121913,2250892231,3516546160,12226743768,78048563,626531,65399205,8084267,0,0,259863287,15145813,1153852
Austria,27790058,71263523,166854201,61579,5125646,74735,679095,151084400,22458953,680267,1376440308,0,60306915,10892934,35584275,107793154,848412,146959633,3518808630,5390241,4777136,433306,532863,17176472,582757377,5449302,926142600,2482171,1020778934,2766964,929455,471916,4408667,7256648,1711452570,1928401,746856,301559680,5757760923,601863596,7440509,132839038,7595,2268431,2305104,17664782,42037212,1838704286,10531704,1029179,100251337,7171465015,1210297147,4134021,1399163,32855253,67484724,316935708,14605544,31166,120600,251209803,1485045,13598968,18428,1649727,12037529,860204616,7589122532,2581144,8621468,6806652,64990021,60096032678,16632038,6279985,693530274,2106481,197536,592163,29024943,3784322,433439,305586,2123130,223163,13343164,7432451402,48712227,1254371814,255515454,140816542,92472695,506312364,557550101,13453388220,4150338,2041882102,55808848,202629788,17411973,111770,1212798125,97214491,82223425,7661483,7047461,177638246,27245487,369779,3288018,60536709,422506642,235623798,2840577,3673535,595556017,5932527,195241361,50288975,452898,13848501,13128636,1560479697,17646,104195822,28181818,43976740,63323,213098827,10066405,12606900,7094598,0,7409537,3943226560,4249689,217274579,4814070,6582602,138085725,0,155055155,724971212,61284420,189393383,65334,22083852,1267470,19476821,67153628,201067206,8158979751,553713301,135629016,3776948586,2421502086,1893586,15145341,69435,391821049,59879389,1014987627,988390,939651,482450196,2631321,7774944015,4119710565,109094,2203862,726366260,3449233,2995483194,50158639,47901,415003,518801,10726807,910161,2168811416,10272771117,6330567,12762045,16583676,369045157,126643,2952369,732730,3489523,97028597,1799217369,28891041,0,10100665,773892045,660647740,5361719517,12718786824,34315069,95704734,145922,9703292,226767523,3663463,11549481,3945142,3406077
"Azerbaijan, Rep. of",6484700,4293100,9500,0,123700,0,0,11800,0,13900,21309700,139994900,0,0,5800,290200,0,295502400,33156600,0,159900,31700,0,0,0,0,72050300,34000,54042100,0,0,0,0,32400,221406400,0,0,300,141148600,2091800,0,8200,0,41300,0,0,310000,751278700,19800,0,5659200,263787700,1000000,17500,0,0,19000,33200500,0,0,0,1796500,0,40800,0,0,0,376600,64595200,0,12100,0,661218000,650262500,146500,59598400,415415900,0,0,0,0,0,0,99400,0,0,0,1793300,6200,594430900,87318500,43287100,23083000,41755900,898096900,9243521300,0,15819600,621500,39954800,0,0,83900,0,288300,6023200,0,9878800,33980500,0,0,27879400,13904100,26902100,0,0,512700,68600,0,16582000,0,0,0,467200,0,1286100,158400,600,0,12000,700,143900,0,0,0,39690500,0,106900,0,0,84700,0,326800,858400,503200,738700,0,0,0,0,0,9700,5457100,587440300,1490400,120591500,920860900,0,144700,0,12467600,393700,1189900,0,120700,824600,0,1143200,4271700,0,17500,800,0,564436200,0,0,0,0,88300,0,5691700,272463600,120700,7331400,0,134160700,0,18575900,0,160000,577312100,2819292000,34285900,0,0,452453000,14042200,396746200,75149500,0,33489900,0,0,73055000,149200,761800,0,0
"Bahamas, The",0,79782,0,0,0,372850,0,2000,1411,0,0,0,0,0,1938,0,0,0,0,2013,0,0,0,0,434,0,13,120,0,0,0,0,0,0,1644327,0,0,0,13918,16022,0,0,0,0,0,0,118809,0,0,0,0,95,0,0,0,77671,0,0,0,0,0,92,0,13786039,0,0,0,232336,28806913,0,0,0,3358,1984937,0,0,117960,26215,0,0,0,106,0,1028605,14043,0,0,0,0,3548,0,0,0,8634,0,115676,9314,840993,0,22,0,0,238000,0,277,0,0,0,58578,0,0,0,67,228,6,0,0,0,0,289,0,120689,0,34175000,0,3521,72,11495,0,0,868,0,48,0,0,2250388,121,0,0,0,0,0,220,755062,0,2472,0,36060,0,41990,0,1810,32867,0,0,3948,0,159,0,0,0,0,0,556,0,38673,0,306,214,0,0,0,0,927663,0,71,0,0,0,0,0,1917,0,0,0,912996,0,0,0,0,0,0,0,0,0,0,0,14045514,473660144,0,0,0,0,0,0,0,180,0
"Bahrain, Kingdom of",271487,1093068,169875676,0,432535,0,13524,1505917,17964,0,108825766,3804891,80736,2556,0,10222896,102972,0,13313622,0,110100,0,0,0,0,0,95825947,0,33726033,0,0,0,12891707,485952,17762736,313014,0,135540,233762291,140224738,10008,21688224,0,0,0,200520,3127560,802509,27420,0,827303,425448,3681008,5137932,0,1073453,24697792,653079435,2229468,0,264,336588,534,3608650,0,0,346322,1422170,47793423,0,450478,11868,2724720,42264256,3556379,0,4106656,0,0,96,0,347688,0,234624,17316,0,0,2635466,9168,546340905,37711030,27924,54452665,2122140,32172,241331824,4188,52051980,68632033,0,19784046,0,307809347,0,401443416,0,0,61644,12560213,0,570641,1293924,642588,13842239,41592,24948,507276174,31232,6420,512139,93876,551323,10291243,27739665,0,0,19344,28758294,0,180467209,10513368,530472,5400,0,506567,665997890,0,9493160,0,25008,5968664,0,0,9798633,843532767,62805869,0,296664,0,2658696,309048,36765583,18592975,2807700,1377528,3324813,13631876,0,0,0,3377510858,3288192,132084,235348,96720,81196373,0,122568,886767,0,1357386,45552363,4797,133083540,8500441,0,0,4020,34526139,0,3142877,13050560,14496,0,4596418,232069622,0,0,0,37062768,25974011,332832133,0,19824,306300,162960,1824856456,75714002,1226112416,608365,0,229728,0,13612203,4515172,24066410,6420,2688
Bangladesh,7072768,0,6086095,0,291974,0,0,5595536,519581,0,818126169,58237686,373401,0,6372653,0,0,5168581,609135410,0,0,0,7597262,2264261,1711155,0,78971084,1779084,2760246,3377094,772506,0,12237798,1856112,961535038,0,0,101083511,624230643,184284971,237877,40264442,591390,0,2139419,4887591,25058640,14796814,39741,0,5766019,149053669,867183761,1402246,0,1758752,1980484,53833272,3526719,1850330,0,1986119,0,9555812,0,0,2812740,32057558,1753296181,908052,1141426,1325738,2012456,4337129115,4456753,0,48235379,0,0,0,2374791,1954017,1237294,314311,0,0,8812952,95385345,2552392,1317765121,77761855,14321074,3242282,151786903,0,1217780110,1898413,862226162,16647754,4195839,19955485,0,304101529,614924,26383340,0,516153,1337918,1945383,0,1646947,668458,2615458,571303,4771217,0,265604576,4717292,1017968,1916628,0,1184067,9985452,196793948,0,1325836,2036974,0,0,24222726,858322,31329050,0,0,101416504,1125097746,0,103665836,1021049,1531072,9215567,0,0,69995410,20894188,79557086,0,17521389,5206740,1036262,44901533,71032008,1380300191,77766087,41155042,26393865,611812598,0,0,0,309008983,1432991,10956351,0,2628197,125321189,0,64236059,79354814,1884093,15728594,107804682,0,2241643849,43514275,0,0,0,38182992,0,677801485,80443903,0,952225,2054107,31026996,0,259146,0,1402633,7332245,370410561,0,0,4441330,18215096,425735487,3112247904,5981707161,21981162,17698222,848433,6550522,59976117,0,4111182,328474,0
Barbados,0,9655,0,0,0,1523788,12948144,1835,39540,1224951,85221,10276,239,4578402,4615,0,0,0,68803,1692146,0,334991,0,350,22490,0,12530,0,992,0,0,0,0,0,15963138,0,0,0,5718254,15696,0,46855,0,0,0,53541,0,0,7950,2769720,204577,82,950113,0,6579551,3533719,5040,0,37279,0,0,0,0,0,0,0,1500,11697,14864394,0,0,0,1500,2436481,5918,0,666,0,11973379,0,4642,0,0,33581998,1049841,161,108051,70,0,389783,0,0,62255,30025,78,679063,32675020,1680,0,0,4142,0,22156,0,0,200,0,15974,90448,0,0,0,0,0,0,0,313,0,0,0,2465,0,0,28639,0,0,0,0,577891,40082,0,0,0,0,0,5225576,0,29360,1891580,0,1600,236424,0,132518,0,15470,0,1016048,0,53871,3200,304,3715,58710,0,0,100,0,0,0,47310,0,11511,0,0,196864,572066,182112,0,0,0,14671,0,4305279,0,7792057,21903094,13171263,0,3075249,330977,11281,0,0,0,1909228,0,0,0,31699670,0,120728,0,0,0,100,1504394,5981682,84168559,55,0,0,69008,177398,0,0,0,6000
"Belarus, Rep. of",173226200,413200,1011500,0,88422000,0,500,14832100,68350000,0,39541700,28663400,477989400,73600,314200,149762200,0,0,224072800,0,2346100,0,0,140600,12367200,900,584909600,666600,75103900,1392900,64200,0,2906600,10079300,16489400,12400,208200,33826700,867439800,39652300,200,76784100,0,532500,834200,7803500,27378500,12677100,20827800,0,596700,189361700,120905700,720400,0,7035100,14836300,41768600,88400,145100,0,148053100,0,673700,0,31200,217500,23321100,103225700,0,429300,61100,54511800,1668676600,3331900,0,3510500,0,0,0,25990900,307200,0,290300,0,0,12352200,90476000,14436800,374419400,200451800,13983600,6175500,144164100,104371200,155917600,0,17307100,11956600,911579200,3068800,0,55715000,0,2904300,86353800,7054300,521197600,2233500,400,147700,4216400,1383609500,1187600,310300,2480800,115478200,58000,10237300,20821200,0,2461500,429500,35185400,0,180651200,43545500,218600,0,42916300,1180200,5289500,0,0,132300,2171835100,0,8364400,1452300,57900,5579400,0,3572000,173286100,905500,78083600,0,108500,1000,8023400,1622300,14645000,2075773500,8723900,1972100,126989800,16370311400,42300,300,0,6090100,18847900,123786800,0,799400,28296700,0,71545900,22666800,0,5600,22794000,0,33446300,31039000,0,0,0,4264100,0,62122200,38295600,7772500,122129300,4013000,94762600,0,1288900,0,88300,54770300,360486100,13657600,0,28682800,5423409700,58676500,223858100,490825800,19961900,245426400,0,1934100,92883200,204900,1926800,2184300,16463500
Belgium,86596771,69709612,870875470,81850,451649260,203386,1884086,768467318,48345254,8092965,2926302900,5632050232,63930240,15774336,110228278,210890014,3534713,201389242,0,4517858,137420977,436021,1666899,111802748,105542588,570881259,4382528955,13095946,1173098976,123119403,40702181,19047799,70217736,364067004,5009459078,20713487,26057618,727287051,9456136370,1621431390,9674153,646776808,3718996,433632799,179170550,105241729,561900836,812256216,54684469,11549666,461929028,5215550150,4607359994,20966630,456970,124561643,178257517,2660253991,26123524,18768983,2079113,535594655,7320864,223651147,673498,70650335,4486259,2919943524,78898095041,21410049,122551726,53258759,82236456,1.02599E+11,676797161,362345797,2590119727,7477066,1121279,742282,104121808,236135554,8282414,12585007,23799877,2472,30167333,3899711906,159603721,7261707175,912727973,268859079,471820439,4300403330,3116244175,26408737672,54550392,8951223295,340647893,418383395,289471730,50781,3417757769,44027562,360734478,20136553,183466651,552587172,343780518,5970740,137614619,781582490,1255530303,8242321981,60965145,24823494,1175343179,8856748,183197803,245423492,304986,159239579,126438025,1913324169,0,72098406,29636294,19036733,13548,1342421005,168933087,38342239,14091614,4673,58604764,67294294490,28728576,493704419,13544584,64945331,3301064408,17019,101205265,2830249139,246369374,946975885,4571,171146926,13515289,63596458,335064345,1029248946,14105168261,3254268691,463477394,3084275516,5151253934,150831026,19128389,4170545,2448598043,1018858850,518554336,6746510,124279631,1825870237,2840926,1572131327,973880610,786212,3998413,1843823267,3854283,16219835001,181118906,454147,2322537,385062,76663140,21438913,9388164146,6395527150,48751054,10857399,98490467,1159019258,369244,258253649,255137,66951965,504735777,7212139681,17823052,25659,207041324,901060534,4325567216,30963248335,32645574218,175645796,55352356,306768,37462459,1029262404,53589173,123725134,48506846,26010929
Belize,0,0,0,0,0,0,885492,0,0,0,1356431,1488,0,14918,0,0,1873215,0,802499,0,0,0,0,0,0,0,0,0,28199,0,0,0,0,0,227432,0,0,0,39900,255900,0,112424,0,0,0,0,0,0,0,0,0,129700,0,0,578035,234145,0,493543,126133,0,0,0,0,0,0,0,0,3102,1979896,0,26400,0,0,1928055,0,0,627276,0,887838,0,18012800,0,0,1986509,466632,0,22520,33109,3041,316552,35873,0,0,14062743,123032,7500111,12471429,1379202,0,0,0,0,15067,0,0,0,0,0,3040,0,0,0,60566,0,0,0,0,0,0,0,0,0,0,2786169,0,0,0,0,0,0,0,0,0,0,0,2104019,0,263284,7694,0,0,0,0,6903,0,0,0,974055,0,0,0,0,409768,1733172,0,5991975,0,0,0,0,58763,0,0,0,0,3762,0,0,0,0,0,91990,0,10719769,0,494283,1257319,0,0,1071039,6938,7847,0,0,0,57373,0,0,0,12446075,0,0,0,0,0,0,767012,59388021,48406443,0,0,0,0,0,0,0,0,0
